,Member Rating.1,Opens,Bounce Type,campaign_id,Total Recipients,Successful Deliveries,Soft Bounces,Hard Bounces,Total Bounces,email_id
271,2.0,0.0,sent,2.0,1760,1723,31,6,37,1405
272,2.0,0.0,sent,2.0,1760,1723,31,6,37,27
273,2.0,0.0,sent,2.0,1760,1723,31,6,37,771
274,2.0,0.0,sent,2.0,1760,1723,31,6,37,389
275,2.0,0.0,sent,2.0,1760,1723,31,6,37,867
276,2.0,0.0,sent,2.0,1760,1723,31,6,37,1392
277,2.0,0.0,sent,2.0,1760,1723,31,6,37,21
278,2.0,0.0,sent,2.0,1760,1723,31,6,37,1357
279,1.0,0.0,sent,2.0,1760,1723,31,6,37,1348
280,2.0,0.0,sent,2.0,1760,1723,31,6,37,1210
281,2.0,0.0,sent,2.0,1760,1723,31,6,37,203
282,2.0,0.0,sent,2.0,1760,1723,31,6,37,1195
283,2.0,0.0,sent,2.0,1760,1723,31,6,37,249
284,2.0,0.0,sent,2.0,1760,1723,31,6,37,817
285,2.0,0.0,sent,2.0,1760,1723,31,6,37,335
286,2.0,0.0,sent,2.0,1760,1723,31,6,37,1321
287,2.0,0.0,sent,2.0,1760,1723,31,6,37,1546
288,2.0,0.0,sent,2.0,1760,1723,31,6,37,286
289,2.0,0.0,sent,2.0,1760,1723,31,6,37,307
290,4.0,0.0,sent,2.0,1760,1723,31,6,37,1587
291,2.0,0.0,sent,2.0,1760,1723,31,6,37,110
292,2.0,0.0,sent,2.0,1760,1723,31,6,37,696
293,2.0,0.0,sent,2.0,1760,1723,31,6,37,747
294,2.0,0.0,sent,2.0,1760,1723,31,6,37,1521
295,2.0,0.0,sent,2.0,1760,1723,31,6,37,1231
296,2.0,0.0,sent,2.0,1760,1723,31,6,37,1663
297,2.0,0.0,sent,2.0,1760,1723,31,6,37,619
298,2.0,0.0,sent,2.0,1760,1723,31,6,37,1261
299,2.0,0.0,sent,2.0,1760,1723,31,6,37,1681
300,2.0,0.0,sent,2.0,1760,1723,31,6,37,1419
301,2.0,0.0,sent,2.0,1760,1723,31,6,37,1683
302,2.0,0.0,sent,2.0,1760,1723,31,6,37,731
303,2.0,0.0,sent,2.0,1760,1723,31,6,37,416
304,2.0,0.0,sent,2.0,1760,1723,31,6,37,1664
305,2.0,0.0,sent,2.0,1760,1723,31,6,37,776
306,2.0,0.0,sent,2.0,1760,1723,31,6,37,1330
307,2.0,0.0,sent,2.0,1760,1723,31,6,37,586
308,2.0,0.0,sent,2.0,1760,1723,31,6,37,755
309,2.0,0.0,sent,2.0,1760,1723,31,6,37,553
310,2.0,0.0,sent,2.0,1760,1723,31,6,37,1232
311,2.0,0.0,sent,2.0,1760,1723,31,6,37,1382
312,2.0,0.0,sent,2.0,1760,1723,31,6,37,66
313,2.0,0.0,sent,2.0,1760,1723,31,6,37,428
314,4.0,0.0,sent,2.0,1760,1723,31,6,37,1558
315,2.0,0.0,sent,2.0,1760,1723,31,6,37,941
316,2.0,0.0,sent,2.0,1760,1723,31,6,37,1466
317,2.0,0.0,sent,2.0,1760,1723,31,6,37,983
318,2.0,0.0,sent,2.0,1760,1723,31,6,37,1417
319,2.0,0.0,sent,2.0,1760,1723,31,6,37,306
320,1.0,0.0,sent,2.0,1760,1723,31,6,37,1054
321,2.0,0.0,sent,2.0,1760,1723,31,6,37,86
322,2.0,0.0,sent,2.0,1760,1723,31,6,37,1284
323,2.0,0.0,sent,2.0,1760,1723,31,6,37,431
